[2025-05-05 20:21:59] 
🔍 Reviewing autosurvey.pdf (chunked)...
[2025-05-05 20:22:27] ✅ [Pages 1–3 | gpt-4.1 | Scope] Parsed [Standard]: Objectives = 4.0
[2025-05-05 20:36:43] ✅ [Pages 22–24 | gemini-2.5 | Organization] Parsed [Standard]: Logical Flow = 3.0
[2025-05-05 20:36:43] ✅ [Pages 22–24 | gemini-2.5 | Organization] Parsed [Standard]: Section Clarity = 3.0
[2025-05-05 20:36:43] ✅ [Pages 22–24 | gemini-2.5 | Organization] Parsed [Standard]: Summarization = 1.0
[2025-05-05 20:36:43] ✅ [Pages 22–24 | gemini-2.5 | Presentation] Parsed [Standard]: Language = 4.0
[2025-05-05 20:36:43] ✅ [Pages 22–24 | gemini-2.5 | Presentation] Parsed [Standard]: Visuals = 1.0
[2025-05-05 20:36:43] ✅ [Pages 22–24 | gemini-2.5 | Presentation] Parsed [Standard]: Formatting = 4.0
[2025-05-05 20:36:43] ✅ [Pages 22–24 | gemini-2.5 | References] Parsed [Standard]: Accuracy = 4.0
[2025-05-05 20:36:43] ✅ [Pages 22–24 | gemini-2.5 | References] Parsed [Standard]: Appropriateness = 5.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Scope] Parsed [Standard]: Objectives = 1.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Scope] Parsed [Standard]: Relevance = 5.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Scope] Parsed [Standard]: Audience = 5.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Literature] Parsed [Standard]: Comprehensiveness = 5.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Literature] Parsed [Standard]: Balance = 4.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Literature] Parsed [Standard]: Currency = 5.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Analysis] Parsed [Standard]: Depth = 1.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Analysis] Parsed [Standard]: Integration = 1.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Analysis] Parsed [Standard]: Gaps = 1.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Originality] Parsed [Standard]: Novelty = 1.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Originality] Parsed [Standard]: Advancement = 1.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Originality] Parsed [Standard]: Redundancy Avoidance = 3.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Organization] Parsed [Standard]: Logical Flow = 5.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Organization] Parsed [Standard]: Section Clarity = 5.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Organization] Parsed [Standard]: Summarization = 1.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Presentation] Parsed [Standard]: Language = 5.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Presentation] Parsed [Standard]: Visuals = 1.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | Presentation] Parsed [Standard]: Formatting = 5.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | References] Parsed [Standard]: Accuracy = 4.0
[2025-05-05 20:37:15] ✅ [Pages 22–24 | claude-3.7 | References] Parsed [Standard]: Appropriateness = 5.0
[2025-05-05 20:37:15] ✅ Saved chunked review for autosurvey.pdf — Agreement matrix: {'gpt-4.1 vs gemini-2.5': 45.0, 'gpt-4.1 vs claude-3.7': 50.0, 'gemini-2.5 vs claude-3.7': 45.0}
[2025-05-05 20:37:15] 📦 Number of papers processed: 1
[2025-05-05 20:37:15] 🧾 Combined DataFrame rows: 21
[2025-05-05 20:37:15] 
📚 Appended results to review_autosurvey/all_papers_combined_review.csv
